,Set,Interview,Page,Block,Speaker,Text,Time_Mark
2390,April 22,Interview 28 ,185,1,Interviewer,So have you seen any differences? Kind of? You haven't had a full year yet but seasonality at all? ,32
2366,April 22,Interview 28 ,185,1,Interviewee,"Yeah, I think again, mine are inside. Yeah. So the biggest thing is I was here for this last winter, is the ",33
2367,April 22,Interview 28 ,185,1,Interviewee,"city can't do anything if your tanks are frozen, or if the line is frozen. So my tanks inside, but both my fill ",34
2368,April 22,Interview 28 ,185,1,Interviewee,"line and overflow line have to go on the outside and that's 40 below, it's easy for those to freeze. So I ",35
2369,April 22,Interview 28 ,185,1,Interviewee,"have a like a, I forgot what’s it called, but it’s just a plugin strip that's over the both metal pipes that plug ",36
2370,April 22,Interview 28 ,185,1,Interviewee,out of the inside. It's just a heating element. It was just staying on 24/7 simply for for the winter. I think ,37
2371,April 22,Interview 28 ,185,1,Interviewee,"most people a lot of people that have those have them on like a timer switch so they just, or they just ",38
2372,April 22,Interview 28 ,185,1,Interviewee,have it on a light switch. They just turn them on like the day before the city services are coming just to ,39
2373,April 22,Interview 28 ,185,1,Interviewee,"make sure they are thawed out. Same for the sewer pump out. But that only happened once, that the ",40
2374,April 22,Interview 28 ,185,1,Interviewee,"outlet blew and I didn't notice, so one time this summer or winter they weren’t able to fill my tanks ",41
2375,April 22,Interview 28 ,185,1,Interviewee,"because of the freeze up. That's it, really. ",42
2391,April 22,Interview 28 ,185,1,Interviewer,Nice. You drink the water that's coming right to you. Do you do anything with that? ,43
2376,April 22,Interview 28 ,185,1,Interviewee,"I don't, no. The city I think does, the city made it pretty clear. I think they did a pretty good job ",44
2377,April 22,Interview 28 ,185,1,Interviewee,"communicating that it's tested and that its safe, its clean. It's got a it's got a color, and it's got a flavor. ",45
2378,April 22,Interview 28 ,185,1,Interviewee,"So to me, that's enough to say, I don't think I want to be drinking large quantities of this. So I cook with ",46
2379,April 22,Interview 28 ,185,1,Interviewee,"it, I shower in it and wash my clothes in it. But my drinking water, I have a Big Berkey filter those big like ",47
2380,April 22,Interview 28 ,185,1,Interviewee,"stainless steel, gravity filters, the giant one that I fill like every three days or so. I don't use that for ",48
2381,April 22,Interview 28 ,185,1,Interviewee,cooking. I'm not so worried about that. But I don't know when it tastes like noticeably funny and when it ,49
2382,April 22,Interview 28 ,185,1,Interviewee,"has a very noticeable yellow color, I’d rather filter that. I don't buy don't buy bottled water, which is what ",50
2383,April 22,Interview 28 ,185,1,Interviewee,"a lot of people do. I bought a Big Berkey, which was expensive. Yeah, but I mean, lasts forever. It's just ",51
2384,April 22,Interview 28 ,185,1,Interviewee,"an expensive initial investment. Yeah, like the carbon filters they have lasts for like 6000 gallons or ",52
2385,April 22,Interview 28 ,185,1,Interviewee,"something like that. That's worked well for me. But I mean, it costs like 400 500 bucks I think. Which is ",53
2386,April 22,Interview 28 ,185,1,Interviewee,"pretty cost prohibitive for a lot of people here. This is actually outside your question, sorry.  ",54
2392,April 22,Interview 28 ,185,1,Interviewer,"No, no. ",55
2387,April 22,Interview 28 ,185,1,Interviewee,"But yeah, [REDACTED] A lot of people don't trust the water and don't think it's healthy. That's actually a ",56
2388,April 22,Interview 28 ,185,1,Interviewee,"big argument people use against like, there's a big conversation [REDACTED], should we do a sugary ",57
2393,April 22,Interview 28 ,186,1,Interviewee,beverage tax and to try to decrease sugary beverage consumption. So like so many [inaudible] ,58
2394,April 22,Interview 28 ,186,1,Interviewee,"diabetes, dental caries and stuff. And a big argument from the community, right not to do that was well, ",59
2395,April 22,Interview 28 ,186,1,Interviewee,we can't drink our water. So we got to drink soda.  ,60
2413,April 22,Interview 28 ,186,1,Interviewer,Oh! ,61
2414,April 22,Interview 28 ,186,1,Interviewer,"Ok, cool. ",62
2396,April 22,Interview 28 ,186,1,Interviewee,"So yeah, that's just, it's kind of interesting. And I've had, I told myself, like, you know, just just listen and ",63
2397,April 22,Interview 28 ,186,1,Interviewee,"learn for the first [REDACTED], I'm here. And then try to, you know, put my feelings out there. And it's ",64
2398,April 22,Interview 28 ,186,1,Interviewee,"like, that makes sense, like free to drink the water. And they say, Well, if we can't drink the water and ",65
2399,April 22,Interview 28 ,186,1,Interviewee,"buy juice and soda from the store. If we’re buying something, why waste our money on water? Let's go ",66
2400,April 22,Interview 28 ,186,1,Interviewee,"buy something that tastes good. Like, I see where you're coming from? ",67
2415,April 22,Interview 28 ,186,1,Interviewer,"Yeah, that's tough. We've heard that from a few people that they don't like the taste in [inaudible] ",68
2401,April 22,Interview 28 ,186,1,Interviewee,Yeah.  ,69
2416,April 22,Interview 28 ,186,1,Interviewer,"Can you tell me a little bit more about that? I mean, it is. It's slightly outside, but it's still really relevant to ",70
2417,April 22,Interview 28 ,186,1,Interviewer,"water, [REDACTED]? ",71
2402,April 22,Interview 28 ,186,1,Interviewee,"I think I'm probably not the best person to answer it again [inaudible] But I think that the, I mean, water ",72
2403,April 22,Interview 28 ,186,1,Interviewee,"systems for so long were just like non existent or not safe, that the City hauled water system has been, ",73
2404,April 22,Interview 28 ,186,1,Interviewee,"my understanding it's been in place for a while now for a couple of decades, but only recently maybe ",74
2405,April 22,Interview 28 ,186,1,Interviewee,"have like, quality control. That was like more public as well. People tell me that like, they recently have ",75
2406,April 22,Interview 28 ,186,1,Interviewee,"been trying to advertise more than they know, like, we really do test our water, it’s safe to drink and all ",76
2407,April 22,Interview 28 ,186,1,Interviewee,that and but its just not trusted in the [inaudible] long term. I think about like or what a lot of people think ,77
2408,April 22,Interview 28 ,186,1,Interviewee,about spending money [inaudible] to drink orange juice or soda or something that tastes good. There's ,78
2409,April 22,Interview 28 ,186,1,Interviewee,"also this kind of like, you know, it's like the, I don’t know how to say it, just this like perception, I think a ",79
2410,April 22,Interview 28 ,186,1,Interviewee,"little bit that [inaudible]. It's just, it's just better than that.  ",80
2418,April 22,Interview 28 ,186,1,Interviewer,Yeah. That’s tricky. [inaudible] ,81
2411,April 22,Interview 28 ,186,1,Interviewee,"I have been surprised like we have a couple of nice water filters at the [REDACTED], for drinking water. ",82
2412,April 22,Interview 28 ,186,1,Interviewee,"Like the ones you know, the nice ones, where you put your water bottle underneath it. I notice the ",83
2419,April 22,Interview 28 ,187,1,Interviewee,counters on those are very low as far as like how many how many bottles filled total. So even there like ,84
2420,April 22,Interview 28 ,187,1,Interviewee,a lot of people are just buying stuff to drink. ,85
2435,April 22,Interview 28 ,187,1,Interviewer,"You think it’s a habit? After a while [inaudible] So you, so your whole system seems to work pretty well ",86
2436,April 22,Interview 28 ,187,1,Interviewer,for you. Do you have any kind of like desire to get piped water? Is that something that you feel like ,87
2437,April 22,Interview 28 ,187,1,Interviewer,could be better for you? ,88
2421,April 22,Interview 28 ,187,1,Interviewee,"Yeah, I mean, I think that so there's one district in town that has piped water. I think everyone that lives ",89
2422,April 22,Interview 28 ,187,1,Interviewee,there universally prefers it. Not having to ration I think really is a big deal for a lot of people. And then ,90
2423,April 22,Interview 28 ,187,1,Interviewee,"there's just there's this hassle of the old water I mean, and make sure your driveway is clean and clear ",91
2424,April 22,Interview 28 ,187,1,Interviewee,"when they come, you have to make sure that your pipes are maintained for pump in and for overflow. I ",92
2425,April 22,Interview 28 ,187,1,Interviewee,"don't know anything from the engineering side about like quality control, but I would imagine that maybe ",93
2426,April 22,Interview 28 ,187,1,Interviewee,"it's a little bit easier to do quality control on that, kinda closed circuit supply and then the whole water ",94
2427,April 22,Interview 28 ,187,1,Interviewee,supply.  ,95
2438,April 22,Interview 28 ,187,1,Interviewer,"And yeah, it's a little different. You don't have a person, you know, dragging something through mud at ",96
2439,April 22,Interview 28 ,187,1,Interviewer,"any time and then the operators [inaudible] really great, but there’s just more people [inaudible] open ",97
2440,April 22,Interview 28 ,187,1,Interviewer,air?  ,98
2428,April 22,Interview 28 ,187,1,Interviewee,"For sure. No, I think that would be, especially with just the winter conditions here. Although I think all of ",99
2429,April 22,Interview 28 ,187,1,Interviewee,it I think all the city water and city stuff is above ground. And all of that type of water. It's especially ,100
2430,April 22,Interview 28 ,187,1,Interviewee,interesting. Fact of life in the tundra I guess.  ,101
2441,April 22,Interview 28 ,187,1,Interviewer,Yes.  ,102
2431,April 22,Interview 28 ,187,1,Interviewee,Yeah. Apparently the permafrost is like going away. ,103
2442,April 22,Interview 28 ,187,1,Interviewer,Right. We've heard a lot of that. Yeah. ,104
2432,April 22,Interview 28 ,187,1,Interviewee,"But yeah, I think, I think that'd be a lot of, I’d prefer to be on hauled water. Or sorry, I mean piped water. ",105
2433,April 22,Interview 28 ,187,1,Interviewee,"But I just bought a house in town that’s on hauled water. So obviously, it wasn't the biggest sort of ",106
2434,April 22,Interview 28 ,187,1,Interviewee,breaking point for me. ,107
2443,April 22,Interview 28 ,187,1,Interviewer,"So it'd be a plus, but it’s not a decisionmaker. ",108
2444,April 22,Interview 28 ,188,1,Interviewee,[REDACTED] ,109
2445,April 22,Interview 28 ,188,1,Interviewee,Thanks. ,110
2464,April 22,Interview 28 ,188,1,Interviewer,"Exciting. Um, so while you're renting right now, when something goes wrong, is it your landlord that is ",111
2465,April 22,Interview 28 ,188,1,Interviewer,mostly going to fix things? And how do you anticipate that once you don’t have that? ,112
2446,April 22,Interview 28 ,188,1,Interviewee,[REDACTED] ,113
2447,April 22,Interview 28 ,188,1,Interviewee,And I've I've just been a little frustrated with that stuff. Like it's just everyone that just tells me and I'm ,114
2448,April 22,Interview 28 ,188,1,Interviewee,getting more used to it that it’s just a little bit different. And I think it's that things happen a little bit ,115
2449,April 22,Interview 28 ,188,1,Interviewee,"different here. Like my you know, like if my pump has been broken for the six months I've lived in this ",116
2450,April 22,Interview 28 ,188,1,Interviewee,"place, and four times a week that I have to go you know, restart it and turn it back on. And the first ",117
2451,April 22,Interview 28 ,188,1,Interviewee,"couple of weeks that infuriated me, and my landlord was like, ‘Maybe after the winter I'll take a look but ",118
